load,T,Datetime
4283.0,76.0,2006-07-05 11:00:00
4318.0,76.0,2006-07-05 12:00:00
4294.0,76.33,2006-07-05 13:00:00
4281.0,76.0,2006-07-05 14:00:00
4250.0,76.0,2006-07-05 15:00:00
4241.0,77.33,2006-07-05 16:00:00
4260.0,78.33,2006-07-05 17:00:00
4227.0,77.67,2006-07-05 18:00:00
4140.0,78.67,2006-07-05 19:00:00
4042.0,76.67,2006-07-05 20:00:00
4019.0,72.67,2006-07-05 21:00:00
3913.0,69.67,2006-07-05 22:00:00
3498.0,68.33,2006-07-05 23:00:00
3078.0,65.67,2006-07-06 00:00:00
2809.0,65.0,2006-07-06 01:00:00
2668.0,63.67,2006-07-06 02:00:00
2593.0,61.67,2006-07-06 03:00:00
2582.0,61.67,2006-07-06 04:00:00
2652.0,61.67,2006-07-06 05:00:00
2815.0,61.33,2006-07-06 06:00:00
3195.0,61.0,2006-07-06 07:00:00
3603.0,62.0,2006-07-06 08:00:00
3828.0,64.33,2006-07-06 09:00:00
3962.0,67.0,2006-07-06 10:00:00
4057.0,69.0,2006-07-06 11:00:00
4073.0,71.33,2006-07-06 12:00:00
4089.0,72.33,2006-07-06 13:00:00
4125.0,73.67,2006-07-06 14:00:00
4119.0,74.33,2006-07-06 15:00:00
4094.0,75.33,2006-07-06 16:00:00
4093.0,74.33,2006-07-06 17:00:00
4026.0,73.33,2006-07-06 18:00:00
3939.0,72.67,2006-07-06 19:00:00
3854.0,72.33,2006-07-06 20:00:00
3855.0,71.0,2006-07-06 21:00:00
3782.0,68.0,2006-07-06 22:00:00
3389.0,66.0,2006-07-06 23:00:00
2990.0,65.0,2006-07-07 00:00:00
2736.0,61.33,2006-07-07 01:00:00
2597.0,60.0,2006-07-07 02:00:00
2529.0,59.67,2006-07-07 03:00:00
2484.0,58.67,2006-07-07 04:00:00
2536.0,58.0,2006-07-07 05:00:00
2695.0,58.0,2006-07-07 06:00:00
3055.0,58.67,2006-07-07 07:00:00
3477.0,60.67,2006-07-07 08:00:00
3766.0,65.33,2006-07-07 09:00:00
3933.0,69.33,2006-07-07 10:00:00
4059.0,72.67,2006-07-07 11:00:00
4118.0,75.0,2006-07-07 12:00:00
4148.0,77.0,2006-07-07 13:00:00
4181.0,79.33,2006-07-07 14:00:00
4169.0,80.67,2006-07-07 15:00:00
4150.0,81.67,2006-07-07 16:00:00
4152.0,82.0,2006-07-07 17:00:00
4112.0,80.67,2006-07-07 18:00:00
4009.0,80.67,2006-07-07 19:00:00
3909.0,78.67,2006-07-07 20:00:00
3909.0,75.33,2006-07-07 21:00:00
3833.0,71.33,2006-07-07 22:00:00
3481.0,67.0,2006-07-07 23:00:00
3110.0,64.67,2006-07-08 00:00:00
2816.0,63.33,2006-07-08 01:00:00
2654.0,63.33,2006-07-08 02:00:00
2551.0,60.67,2006-07-08 03:00:00
2501.0,59.33,2006-07-08 04:00:00
2496.0,59.33,2006-07-08 05:00:00
2530.0,58.67,2006-07-08 06:00:00
2711.0,57.67,2006-07-08 07:00:00
3033.0,61.67,2006-07-08 08:00:00
3370.0,66.0,2006-07-08 09:00:00
3621.0,69.67,2006-07-08 10:00:00
3780.0,73.67,2006-07-08 11:00:00
3860.0,77.33,2006-07-08 12:00:00
3866.0,79.33,2006-07-08 13:00:00
3853.0,80.33,2006-07-08 14:00:00
3820.0,81.0,2006-07-08 15:00:00
3807.0,81.0,2006-07-08 16:00:00
3827.0,79.33,2006-07-08 17:00:00
3855.0,78.67,2006-07-08 18:00:00
3802.0,78.0,2006-07-08 19:00:00
3727.0,76.33,2006-07-08 20:00:00
3738.0,73.33,2006-07-08 21:00:00
3661.0,71.0,2006-07-08 22:00:00
3334.0,69.33,2006-07-08 23:00:00
2986.0,68.0,2006-07-09 00:00:00
2724.0,66.67,2006-07-09 01:00:00
2582.0,64.33,2006-07-09 02:00:00
2490.0,63.0,2006-07-09 03:00:00
2440.0,62.0,2006-07-09 04:00:00
2440.0,60.67,2006-07-09 05:00:00
2444.0,59.67,2006-07-09 06:00:00
2571.0,60.33,2006-07-09 07:00:00
2844.0,63.0,2006-07-09 08:00:00
3196.0,66.33,2006-07-09 09:00:00
3488.0,71.0,2006-07-09 10:00:00
3691.0,74.67,2006-07-09 11:00:00
3793.0,78.33,2006-07-09 12:00:00
3861.0,81.67,2006-07-09 13:00:00
3889.0,82.0,2006-07-09 14:00:00
3901.0,83.0,2006-07-09 15:00:00
3930.0,83.0,2006-07-09 16:00:00
3986.0,85.33,2006-07-09 17:00:00
4050.0,84.33,2006-07-09 18:00:00
4029.0,81.67,2006-07-09 19:00:00
3982.0,79.67,2006-07-09 20:00:00
4009.0,76.67,2006-07-09 21:00:00
3926.0,73.33,2006-07-09 22:00:00
3519.0,71.33,2006-07-09 23:00:00
3155.0,69.33,2006-07-10 00:00:00
2907.0,68.33,2006-07-10 01:00:00
2783.0,69.0,2006-07-10 02:00:00
2709.0,68.33,2006-07-10 03:00:00
2660.0,67.67,2006-07-10 04:00:00
2713.0,67.0,2006-07-10 05:00:00
2884.0,65.67,2006-07-10 06:00:00
3299.0,64.67,2006-07-10 07:00:00
3734.0,67.0,2006-07-10 08:00:00
4009.0,70.0,2006-07-10 09:00:00
4194.0,72.0,2006-07-10 10:00:00
4345.0,73.0,2006-07-10 11:00:00
4444.0,74.67,2006-07-10 12:00:00
4500.0,79.33,2006-07-10 13:00:00
4555.0,81.33,2006-07-10 14:00:00
4554.0,82.33,2006-07-10 15:00:00
4535.0,82.33,2006-07-10 16:00:00
4545.0,82.0,2006-07-10 17:00:00
4519.0,82.0,2006-07-10 18:00:00
4465.0,81.33,2006-07-10 19:00:00
4377.0,78.67,2006-07-10 20:00:00
4392.0,76.33,2006-07-10 21:00:00
4262.0,73.67,2006-07-10 22:00:00
3805.0,72.67,2006-07-10 23:00:00
3370.0,71.67,2006-07-11 00:00:00
3073.0,70.67,2006-07-11 01:00:00
2953.0,70.33,2006-07-11 02:00:00
2861.0,69.0,2006-07-11 03:00:00
2805.0,68.67,2006-07-11 04:00:00
2860.0,67.67,2006-07-11 05:00:00
3045.0,66.67,2006-07-11 06:00:00
3450.0,67.67,2006-07-11 07:00:00
3861.0,69.67,2006-07-11 08:00:00
4122.0,71.0,2006-07-11 09:00:00
4241.0,70.67,2006-07-11 10:00:00
4342.0,70.33,2006-07-11 11:00:00
4401.0,73.0,2006-07-11 12:00:00
4390.0,74.0,2006-07-11 13:00:00
4381.0,73.67,2006-07-11 14:00:00
4373.0,76.0,2006-07-11 15:00:00
4343.0,76.67,2006-07-11 16:00:00
4352.0,77.0,2006-07-11 17:00:00
4342.0,75.0,2006-07-11 18:00:00
4298.0,74.67,2006-07-11 19:00:00
4231.0,74.0,2006-07-11 20:00:00
4235.0,73.67,2006-07-11 21:00:00
4111.0,72.33,2006-07-11 22:00:00
3691.0,69.0,2006-07-11 23:00:00
3282.0,68.0,2006-07-12 00:00:00
2992.0,66.33,2006-07-12 01:00:00
2830.0,64.67,2006-07-12 02:00:00
2752.0,64.33,2006-07-12 03:00:00
2706.0,63.33,2006-07-12 04:00:00
2763.0,64.0,2006-07-12 05:00:00
2961.0,63.67,2006-07-12 06:00:00
3378.0,64.67,2006-07-12 07:00:00
3787.0,66.33,2006-07-12 08:00:00
4074.0,69.33,2006-07-12 09:00:00
4272.0,73.33,2006-07-12 10:00:00
4400.0,75.67,2006-07-12 11:00:00
4472.0,77.67,2006-07-12 12:00:00
4470.0,77.33,2006-07-12 13:00:00
4456.0,76.33,2006-07-12 14:00:00
4410.0,76.33,2006-07-12 15:00:00
4342.0,73.33,2006-07-12 16:00:00
4303.0,72.0,2006-07-12 17:00:00
4308.0,71.0,2006-07-12 18:00:00
4286.0,68.67,2006-07-12 19:00:00
4244.0,69.67,2006-07-12 20:00:00
4187.0,68.0,2006-07-12 21:00:00
3959.0,67.33,2006-07-12 22:00:00
3552.0,67.33,2006-07-12 23:00:00
3197.0,66.0,2006-07-13 00:00:00
2957.0,66.0,2006-07-13 01:00:00
2824.0,66.0,2006-07-13 02:00:00
2758.0,66.33,2006-07-13 03:00:00
2732.0,65.67,2006-07-13 04:00:00
2776.0,66.33,2006-07-13 05:00:00
2986.0,66.0,2006-07-13 06:00:00
3377.0,65.67,2006-07-13 07:00:00
3734.0,66.33,2006-07-13 08:00:00
3981.0,67.67,2006-07-13 09:00:00
4104.0,70.67,2006-07-13 10:00:00
4230.0,70.0,2006-07-13 11:00:00
4269.0,72.33,2006-07-13 12:00:00
4261.0,73.67,2006-07-13 13:00:00
4279.0,74.67,2006-07-13 14:00:00
4292.0,77.0,2006-07-13 15:00:00
4297.0,78.0,2006-07-13 16:00:00
4322.0,80.33,2006-07-13 17:00:00
4331.0,79.0,2006-07-13 18:00:00
4274.0,79.0,2006-07-13 19:00:00
4193.0,78.0,2006-07-13 20:00:00
4213.0,76.0,2006-07-13 21:00:00
4132.0,72.33,2006-07-13 22:00:00
3732.0,70.0,2006-07-13 23:00:00
3317.0,69.0,2006-07-14 00:00:00
3020.0,67.33,2006-07-14 01:00:00
2858.0,67.0,2006-07-14 02:00:00
2772.0,66.0,2006-07-14 03:00:00
2726.0,65.33,2006-07-14 04:00:00
2771.0,65.0,2006-07-14 05:00:00
2943.0,63.67,2006-07-14 06:00:00
3353.0,66.33,2006-07-14 07:00:00
3826.0,67.67,2006-07-14 08:00:00
4168.0,72.33,2006-07-14 09:00:00
4428.0,76.33,2006-07-14 10:00:00
4633.0,80.0,2006-07-14 11:00:00
4755.0,83.0,2006-07-14 12:00:00
4799.0,86.33,2006-07-14 13:00:00
4862.0,87.33,2006-07-14 14:00:00
4901.0,88.33,2006-07-14 15:00:00
4909.0,89.67,2006-07-14 16:00:00
4939.0,88.0,2006-07-14 17:00:00
4907.0,88.0,2006-07-14 18:00:00
4804.0,88.67,2006-07-14 19:00:00
4683.0,87.0,2006-07-14 20:00:00
4670.0,84.33,2006-07-14 21:00:00
4576.0,80.33,2006-07-14 22:00:00
4159.0,77.67,2006-07-14 23:00:00
3712.0,77.0,2006-07-15 00:00:00
3382.0,74.33,2006-07-15 01:00:00
3184.0,72.0,2006-07-15 02:00:00
3070.0,69.33,2006-07-15 03:00:00
2980.0,69.33,2006-07-15 04:00:00
2951.0,68.33,2006-07-15 05:00:00
2971.0,66.67,2006-07-15 06:00:00
3188.0,68.0,2006-07-15 07:00:00
3550.0,69.67,2006-07-15 08:00:00
3937.0,72.33,2006-07-15 09:00:00
4217.0,76.67,2006-07-15 10:00:00
4397.0,79.33,2006-07-15 11:00:00
4476.0,81.0,2006-07-15 12:00:00
4482.0,81.33,2006-07-15 13:00:00
4481.0,82.67,2006-07-15 14:00:00
4439.0,82.67,2006-07-15 15:00:00
4416.0,84.0,2006-07-15 16:00:00
4412.0,81.67,2006-07-15 17:00:00
4403.0,80.33,2006-07-15 18:00:00
4335.0,78.67,2006-07-15 19:00:00
4271.0,77.67,2006-07-15 20:00:00
4280.0,75.67,2006-07-15 21:00:00
4203.0,74.33,2006-07-15 22:00:00
3851.0,73.67,2006-07-15 23:00:00
3481.0,72.0,2006-07-16 00:00:00
3198.0,72.0,2006-07-16 01:00:00
3038.0,71.67,2006-07-16 02:00:00
2929.0,70.67,2006-07-16 03:00:00
2842.0,70.33,2006-07-16 04:00:00
2833.0,68.67,2006-07-16 05:00:00
2837.0,66.33,2006-07-16 06:00:00
2958.0,68.0,2006-07-16 07:00:00
3304.0,71.0,2006-07-16 08:00:00
3713.0,74.0,2006-07-16 09:00:00
4035.0,76.67,2006-07-16 10:00:00
4256.0,79.33,2006-07-16 11:00:00
4376.0,82.0,2006-07-16 12:00:00
4439.0,84.0,2006-07-16 13:00:00
4453.0,85.33,2006-07-16 14:00:00
4461.0,87.0,2006-07-16 15:00:00
4506.0,87.33,2006-07-16 16:00:00
4571.0,86.33,2006-07-16 17:00:00
4619.0,87.0,2006-07-16 18:00:00
4586.0,86.33,2006-07-16 19:00:00
4517.0,85.0,2006-07-16 20:00:00
4525.0,79.0,2006-07-16 21:00:00
4413.0,75.67,2006-07-16 22:00:00
3985.0,74.33,2006-07-16 23:00:00
3571.0,73.0,2006-07-17 00:00:00
3298.0,73.0,2006-07-17 01:00:00
3154.0,73.0,2006-07-17 02:00:00
3068.0,71.0,2006-07-17 03:00:00
3022.0,68.33,2006-07-17 04:00:00
3079.0,68.33,2006-07-17 05:00:00
3241.0,67.0,2006-07-17 06:00:00
3654.0,67.67,2006-07-17 07:00:00
4153.0,70.33,2006-07-17 08:00:00
4535.0,75.67,2006-07-17 09:00:00
4823.0,78.0,2006-07-17 10:00:00
5072.0,81.67,2006-07-17 11:00:00
5195.0,84.33,2006-07-17 12:00:00
5212.0,85.67,2006-07-17 13:00:00
5258.0,86.0,2006-07-17 14:00:00
5255.0,88.0,2006-07-17 15:00:00
5245.0,88.0,2006-07-17 16:00:00
5257.0,87.67,2006-07-17 17:00:00
5216.0,87.0,2006-07-17 18:00:00
5121.0,85.67,2006-07-17 19:00:00
5025.0,84.33,2006-07-17 20:00:00
5020.0,81.33,2006-07-17 21:00:00
4856.0,78.67,2006-07-17 22:00:00
4356.0,78.0,2006-07-17 23:00:00
3864.0,76.33,2006-07-18 00:00:00
3545.0,74.67,2006-07-18 01:00:00
3375.0,74.33,2006-07-18 02:00:00
3263.0,73.0,2006-07-18 03:00:00
3203.0,72.33,2006-07-18 04:00:00
3243.0,72.33,2006-07-18 05:00:00
3415.0,71.67,2006-07-18 06:00:00
3821.0,72.67,2006-07-18 07:00:00
4296.0,74.67,2006-07-18 08:00:00
4652.0,77.67,2006-07-18 09:00:00
4907.0,82.33,2006-07-18 10:00:00
5133.0,85.0,2006-07-18 11:00:00
5256.0,86.0,2006-07-18 12:00:00
5278.0,85.67,2006-07-18 13:00:00
5305.0,84.33,2006-07-18 14:00:00
5248.0,85.33,2006-07-18 15:00:00
5123.0,86.67,2006-07-18 16:00:00
5096.0,86.33,2006-07-18 17:00:00
5017.0,86.0,2006-07-18 18:00:00
4909.0,81.33,2006-07-18 19:00:00
4743.0,79.33,2006-07-18 20:00:00
4699.0,77.0,2006-07-18 21:00:00
4527.0,75.0,2006-07-18 22:00:00
4058.0,74.33,2006-07-18 23:00:00
3627.0,73.67,2006-07-19 00:00:00
3336.0,70.67,2006-07-19 01:00:00
3173.0,70.0,2006-07-19 02:00:00
3058.0,68.67,2006-07-19 03:00:00
3018.0,69.0,2006-07-19 04:00:00
3043.0,68.0,2006-07-19 05:00:00
3202.0,66.33,2006-07-19 06:00:00
3579.0,66.33,2006-07-19 07:00:00
3960.0,67.67,2006-07-19 08:00:00
4207.0,69.67,2006-07-19 09:00:00
4363.0,73.67,2006-07-19 10:00:00
4507.0,76.0,2006-07-19 11:00:00
4587.0,77.33,2006-07-19 12:00:00
4598.0,79.0,2006-07-19 13:00:00
4635.0,80.0,2006-07-19 14:00:00
4631.0,80.67,2006-07-19 15:00:00
4624.0,80.0,2006-07-19 16:00:00
4638.0,80.67,2006-07-19 17:00:00
4596.0,80.67,2006-07-19 18:00:00
4486.0,79.67,2006-07-19 19:00:00
4352.0,78.33,2006-07-19 20:00:00
4324.0,74.67,2006-07-19 21:00:00
4206.0,71.67,2006-07-19 22:00:00
3744.0,68.67,2006-07-19 23:00:00
3316.0,65.67,2006-07-20 00:00:00
3034.0,64.33,2006-07-20 01:00:00
2878.0,62.67,2006-07-20 02:00:00
2789.0,62.0,2006-07-20 03:00:00
2751.0,61.0,2006-07-20 04:00:00
2796.0,60.33,2006-07-20 05:00:00
2968.0,60.67,2006-07-20 06:00:00
3363.0,60.0,2006-07-20 07:00:00
3780.0,63.67,2006-07-20 08:00:00
4052.0,68.67,2006-07-20 09:00:00
4216.0,73.0,2006-07-20 10:00:00
4353.0,75.0,2006-07-20 11:00:00
4420.0,77.67,2006-07-20 12:00:00
4410.0,78.67,2006-07-20 13:00:00
4447.0,78.67,2006-07-20 14:00:00
4438.0,78.67,2006-07-20 15:00:00
4417.0,79.33,2006-07-20 16:00:00
4401.0,79.33,2006-07-20 17:00:00
4351.0,78.67,2006-07-20 18:00:00
4278.0,77.67,2006-07-20 19:00:00
4216.0,76.33,2006-07-20 20:00:00
4270.0,74.67,2006-07-20 21:00:00
4144.0,72.67,2006-07-20 22:00:00
3754.0,71.33,2006-07-20 23:00:00
3374.0,71.67,2006-07-21 00:00:00
3116.0,71.0,2006-07-21 01:00:00
2984.0,70.0,2006-07-21 02:00:00
2905.0,69.33,2006-07-21 03:00:00
2881.0,70.0,2006-07-21 04:00:00
2938.0,69.0,2006-07-21 05:00:00
3134.0,69.0,2006-07-21 06:00:00
3485.0,69.0,2006-07-21 07:00:00
3886.0,70.0,2006-07-21 08:00:00
4151.0,70.67,2006-07-21 09:00:00
4353.0,73.0,2006-07-21 10:00:00
4526.0,75.0,2006-07-21 11:00:00
4636.0,76.67,2006-07-21 12:00:00
4659.0,78.0,2006-07-21 13:00:00
4689.0,80.67,2006-07-21 14:00:00
4681.0,80.67,2006-07-21 15:00:00
4617.0,77.67,2006-07-21 16:00:00
4601.0,77.33,2006-07-21 17:00:00
4517.0,76.67,2006-07-21 18:00:00
4406.0,75.67,2006-07-21 19:00:00
4319.0,75.67,2006-07-21 20:00:00
4316.0,73.33,2006-07-21 21:00:00
4201.0,72.0,2006-07-21 22:00:00
3829.0,70.67,2006-07-21 23:00:00
3440.0,69.67,2006-07-22 00:00:00
3154.0,68.67,2006-07-22 01:00:00
2990.0,67.0,2006-07-22 02:00:00
2887.0,66.33,2006-07-22 03:00:00
2836.0,66.33,2006-07-22 04:00:00
2831.0,66.33,2006-07-22 05:00:00
2881.0,65.67,2006-07-22 06:00:00
3042.0,66.67,2006-07-22 07:00:00
3338.0,67.67,2006-07-22 08:00:00
3666.0,68.0,2006-07-22 09:00:00
3879.0,70.67,2006-07-22 10:00:00
3983.0,71.0,2006-07-22 11:00:00
4011.0,71.67,2006-07-22 12:00:00
3968.0,71.33,2006-07-22 13:00:00
3907.0,70.0,2006-07-22 14:00:00
3843.0,69.33,2006-07-22 15:00:00
3814.0,69.0,2006-07-22 16:00:00
3873.0,68.0,2006-07-22 17:00:00
3927.0,67.0,2006-07-22 18:00:00
3911.0,67.67,2006-07-22 19:00:00
3870.0,68.0,2006-07-22 20:00:00
3847.0,68.33,2006-07-22 21:00:00
3698.0,67.0,2006-07-22 22:00:00
3417.0,67.0,2006-07-22 23:00:00
3105.0,65.67,2006-07-23 00:00:00
2879.0,65.67,2006-07-23 01:00:00
2752.0,64.67,2006-07-23 02:00:00
2660.0,64.33,2006-07-23 03:00:00
2594.0,64.33,2006-07-23 04:00:00
2556.0,63.0,2006-07-23 05:00:00
2597.0,63.33,2006-07-23 06:00:00
2682.0,63.33,2006-07-23 07:00:00
2924.0,64.33,2006-07-23 08:00:00
3240.0,65.33,2006-07-23 09:00:00
3497.0,66.33,2006-07-23 10:00:00
3639.0,67.67,2006-07-23 11:00:00
3701.0,68.33,2006-07-23 12:00:00
3713.0,69.33,2006-07-23 13:00:00
3678.0,69.67,2006-07-23 14:00:00
3639.0,72.33,2006-07-23 15:00:00
3621.0,72.0,2006-07-23 16:00:00
3663.0,72.0,2006-07-23 17:00:00
3710.0,72.67,2006-07-23 18:00:00
3703.0,73.33,2006-07-23 19:00:00
3657.0,73.0,2006-07-23 20:00:00
3693.0,70.67,2006-07-23 21:00:00
3594.0,66.67,2006-07-23 22:00:00
3243.0,64.0,2006-07-23 23:00:00
2902.0,62.67,2006-07-24 00:00:00
2679.0,62.0,2006-07-24 01:00:00
2562.0,61.0,2006-07-24 02:00:00
2503.0,60.33,2006-07-24 03:00:00
2485.0,59.67,2006-07-24 04:00:00
2575.0,60.0,2006-07-24 05:00:00
2758.0,58.33,2006-07-24 06:00:00
3124.0,58.0,2006-07-24 07:00:00
3557.0,60.67,2006-07-24 08:00:00
3837.0,65.33,2006-07-24 09:00:00
4018.0,69.67,2006-07-24 10:00:00
4164.0,73.0,2006-07-24 11:00:00
4240.0,74.67,2006-07-24 12:00:00
4234.0,77.67,2006-07-24 13:00:00
4277.0,79.33,2006-07-24 14:00:00
4279.0,79.0,2006-07-24 15:00:00
4281.0,79.67,2006-07-24 16:00:00
4296.0,80.0,2006-07-24 17:00:00
4275.0,80.0,2006-07-24 18:00:00
4210.0,79.33,2006-07-24 19:00:00
4122.0,78.67,2006-07-24 20:00:00
4149.0,74.33,2006-07-24 21:00:00
4002.0,71.33,2006-07-24 22:00:00
3559.0,68.0,2006-07-24 23:00:00
3145.0,67.33,2006-07-25 00:00:00
2893.0,66.0,2006-07-25 01:00:00
2748.0,65.67,2006-07-25 02:00:00
2670.0,65.33,2006-07-25 03:00:00
2644.0,64.67,2006-07-25 04:00:00
2705.0,64.33,2006-07-25 05:00:00
2897.0,64.33,2006-07-25 06:00:00
3274.0,64.0,2006-07-25 07:00:00
3680.0,66.33,2006-07-25 08:00:00
3969.0,69.67,2006-07-25 09:00:00
4179.0,73.0,2006-07-25 10:00:00
4365.0,75.0,2006-07-25 11:00:00
4472.0,77.0,2006-07-25 12:00:00
4519.0,78.0,2006-07-25 13:00:00
4586.0,80.33,2006-07-25 14:00:00
4598.0,82.67,2006-07-25 15:00:00
4637.0,83.0,2006-07-25 16:00:00
4675.0,82.67,2006-07-25 17:00:00
4618.0,78.0,2006-07-25 18:00:00
4542.0,79.33,2006-07-25 19:00:00
4456.0,78.33,2006-07-25 20:00:00
4491.0,75.67,2006-07-25 21:00:00
4305.0,74.0,2006-07-25 22:00:00
3863.0,73.67,2006-07-25 23:00:00
3451.0,72.0,2006-07-26 00:00:00
3175.0,72.67,2006-07-26 01:00:00
2990.0,72.0,2006-07-26 02:00:00
2906.0,70.0,2006-07-26 03:00:00
2871.0,69.67,2006-07-26 04:00:00
2917.0,69.0,2006-07-26 05:00:00
3104.0,68.33,2006-07-26 06:00:00
3485.0,68.0,2006-07-26 07:00:00
3921.0,69.67,2006-07-26 08:00:00
4240.0,72.67,2006-07-26 09:00:00
4494.0,75.67,2006-07-26 10:00:00
4708.0,79.0,2006-07-26 11:00:00
4832.0,80.0,2006-07-26 12:00:00
4887.0,81.67,2006-07-26 13:00:00
4954.0,83.67,2006-07-26 14:00:00
4969.0,82.67,2006-07-26 15:00:00
4960.0,83.0,2006-07-26 16:00:00
4946.0,84.0,2006-07-26 17:00:00
4894.0,83.0,2006-07-26 18:00:00
4794.0,81.67,2006-07-26 19:00:00
4684.0,80.0,2006-07-26 20:00:00
4704.0,78.33,2006-07-26 21:00:00
4519.0,76.0,2006-07-26 22:00:00
4030.0,73.67,2006-07-26 23:00:00
3586.0,73.33,2006-07-27 00:00:00
3281.0,73.0,2006-07-27 01:00:00
3125.0,71.67,2006-07-27 02:00:00
3034.0,71.0,2006-07-27 03:00:00
2986.0,70.33,2006-07-27 04:00:00
3020.0,70.67,2006-07-27 05:00:00
3194.0,70.33,2006-07-27 06:00:00
3577.0,70.33,2006-07-27 07:00:00
3998.0,71.67,2006-07-27 08:00:00
4304.0,73.67,2006-07-27 09:00:00
4538.0,76.0,2006-07-27 10:00:00
4752.0,78.0,2006-07-27 11:00:00
4862.0,79.33,2006-07-27 12:00:00
4953.0,81.33,2006-07-27 13:00:00
5013.0,82.67,2006-07-27 14:00:00
5040.0,84.33,2006-07-27 15:00:00
5039.0,85.0,2006-07-27 16:00:00
5054.0,84.0,2006-07-27 17:00:00
4988.0,85.0,2006-07-27 18:00:00
4895.0,83.0,2006-07-27 19:00:00
4804.0,82.33,2006-07-27 20:00:00
4819.0,81.0,2006-07-27 21:00:00
4660.0,79.0,2006-07-27 22:00:00
4200.0,77.33,2006-07-27 23:00:00
3764.0,77.33,2006-07-28 00:00:00
3469.0,76.0,2006-07-28 01:00:00
3312.0,74.0,2006-07-28 02:00:00
3231.0,74.67,2006-07-28 03:00:00
3175.0,74.0,2006-07-28 04:00:00
3224.0,74.0,2006-07-28 05:00:00
3424.0,73.33,2006-07-28 06:00:00
3792.0,73.67,2006-07-28 07:00:00
4201.0,74.67,2006-07-28 08:00:00
4491.0,75.67,2006-07-28 09:00:00
4677.0,77.67,2006-07-28 10:00:00
4846.0,78.33,2006-07-28 11:00:00
4946.0,78.67,2006-07-28 12:00:00
4959.0,80.33,2006-07-28 13:00:00
4999.0,80.67,2006-07-28 14:00:00
4979.0,81.0,2006-07-28 15:00:00
4933.0,81.0,2006-07-28 16:00:00
4823.0,78.33,2006-07-28 17:00:00
4619.0,76.67,2006-07-28 18:00:00
4433.0,75.0,2006-07-28 19:00:00
4355.0,74.0,2006-07-28 20:00:00
4370.0,73.67,2006-07-28 21:00:00
4204.0,72.33,2006-07-28 22:00:00
3831.0,72.33,2006-07-28 23:00:00
3450.0,70.67,2006-07-29 00:00:00
3148.0,70.0,2006-07-29 01:00:00
2975.0,69.0,2006-07-29 02:00:00
2866.0,68.33,2006-07-29 03:00:00
2807.0,68.33,2006-07-29 04:00:00
2800.0,67.67,2006-07-29 05:00:00
2857.0,67.33,2006-07-29 06:00:00
3043.0,66.33,2006-07-29 07:00:00
3413.0,69.0,2006-07-29 08:00:00
3820.0,72.33,2006-07-29 09:00:00
4129.0,75.0,2006-07-29 10:00:00
4315.0,78.67,2006-07-29 11:00:00
4407.0,81.0,2006-07-29 12:00:00
4443.0,83.33,2006-07-29 13:00:00
4457.0,86.0,2006-07-29 14:00:00
4480.0,87.33,2006-07-29 15:00:00
4493.0,88.0,2006-07-29 16:00:00
4515.0,87.67,2006-07-29 17:00:00
4499.0,85.33,2006-07-29 18:00:00
4422.0,81.0,2006-07-29 19:00:00
4302.0,78.67,2006-07-29 20:00:00
4320.0,77.0,2006-07-29 21:00:00
4184.0,76.0,2006-07-29 22:00:00
3842.0,75.33,2006-07-29 23:00:00
3471.0,74.0,2006-07-30 00:00:00
3198.0,72.67,2006-07-30 01:00:00
3032.0,72.33,2006-07-30 02:00:00
2924.0,72.67,2006-07-30 03:00:00
2853.0,71.0,2006-07-30 04:00:00
2828.0,69.0,2006-07-30 05:00:00
2813.0,67.67,2006-07-30 06:00:00
2914.0,67.0,2006-07-30 07:00:00
3214.0,69.33,2006-07-30 08:00:00
3549.0,70.0,2006-07-30 09:00:00
3780.0,72.0,2006-07-30 10:00:00
3892.0,73.0,2006-07-30 11:00:00
3938.0,74.0,2006-07-30 12:00:00
3948.0,75.33,2006-07-30 13:00:00
3935.0,75.33,2006-07-30 14:00:00
3917.0,77.33,2006-07-30 15:00:00
3925.0,77.0,2006-07-30 16:00:00
3980.0,77.0,2006-07-30 17:00:00
4024.0,77.67,2006-07-30 18:00:00
3984.0,76.67,2006-07-30 19:00:00
3898.0,74.33,2006-07-30 20:00:00
3928.0,71.0,2006-07-30 21:00:00
3776.0,67.33,2006-07-30 22:00:00
3380.0,63.67,2006-07-30 23:00:00
3022.0,61.0,2006-07-31 00:00:00
2771.0,60.0,2006-07-31 01:00:00
2645.0,59.0,2006-07-31 02:00:00
2563.0,57.67,2006-07-31 03:00:00
2541.0,57.0,2006-07-31 04:00:00
2599.0,56.67,2006-07-31 05:00:00
2787.0,55.33,2006-07-31 06:00:00
3145.0,55.0,2006-07-31 07:00:00
3561.0,59.0,2006-07-31 08:00:00
3861.0,64.0,2006-07-31 09:00:00
4053.0,68.0,2006-07-31 10:00:00
4226.0,72.0,2006-07-31 11:00:00
4299.0,75.0,2006-07-31 12:00:00
4327.0,77.0,2006-07-31 13:00:00
4397.0,79.33,2006-07-31 14:00:00
4436.0,79.67,2006-07-31 15:00:00
4474.0,81.33,2006-07-31 16:00:00
4528.0,82.0,2006-07-31 17:00:00
4535.0,81.67,2006-07-31 18:00:00
4506.0,80.67,2006-07-31 19:00:00
4457.0,79.0,2006-07-31 20:00:00
4528.0,76.33,2006-07-31 21:00:00
