Date,Hour,load,T
38637.00,23,,52
38637.00,24,,51
38638.00,1,,51
38638.00,2,,50.33
38638.00,3,,50.67
38638.00,4,,50.33
38638.00,5,,51
38638.00,6,,51
38638.00,7,,51
38638.00,8,,50
38638.00,9,,50.67
38638.00,10,,51.33
38638.00,11,,52
38638.00,12,,53.33
38638.00,13,,53.67
38638.00,14,,54.33
38638.00,15,,54
38638.00,16,,54.67
38638.00,17,,54.33
38638.00,18,,54.33
38638.00,19,,53.33
38638.00,20,,53.67
38638.00,21,,53.67
38638.00,22,,54
38638.00,23,,53.67
38638.00,24,,53
38639.00,1,,53
38639.00,2,,52.67
38639.00,3,,53
38639.00,4,,52
38639.00,5,,52
38639.00,6,,52.33
38639.00,7,,53
38639.00,8,,54
38639.00,9,,51.33
38639.00,10,,52.33
38639.00,11,,54.67
38639.00,12,,56
38639.00,13,,56
38639.00,14,,56.33
38639.00,15,,56.67
38639.00,16,,57
38639.00,17,,56.67
38639.00,18,,55.67
38639.00,19,,55.67
38639.00,20,,55.67
38639.00,21,,55.67
38639.00,22,,55.67
38639.00,23,,56
38639.00,24,,56
38640.00,1,,55.33
38640.00,2,,55.67
38640.00,3,,55.67
38640.00,4,,55.33
38640.00,5,,55.67
38640.00,6,,55.33
38640.00,7,,56
38640.00,8,,56
38640.00,9,,55.67
38640.00,10,,56.33
38640.00,11,,57
38640.00,12,,57.33
38640.00,13,,57.33
38640.00,14,,57
38640.00,15,,57
38640.00,16,,57
38640.00,17,,56.33
38640.00,18,,56.33
38640.00,19,,55.67
38640.00,20,,54
38640.00,21,,52.67
38640.00,22,,52
38640.00,23,,51.33
38640.00,24,,51.33
38641.00,1,,51
38641.00,2,,51
38641.00,3,,51
38641.00,4,,51
38641.00,5,,50.67
38641.00,6,,51
38641.00,7,,51
38641.00,8,,51.33
38641.00,9,,51.67
38641.00,10,,51.67
38641.00,11,,52
38641.00,12,,52.67
38641.00,13,,52.67
38641.00,14,,52.67
38641.00,15,,53.33
38641.00,16,,53
38641.00,17,,53
38641.00,18,,52.33
38641.00,19,,52
38641.00,20,,51.67
38641.00,21,,51.67
38641.00,22,,51.67
38641.00,23,,51.67
38641.00,24,,51.33
38642.00,1,,51
38642.00,2,,50.33
38642.00,3,,49.67
38642.00,4,,48.67
38642.00,5,,49
38642.00,6,,48.33
38642.00,7,,48.67
38642.00,8,,48.67
38642.00,9,,48.67
38642.00,10,,50
38642.00,11,,50.67
38642.00,12,,52
38642.00,13,,53.33
38642.00,14,,54.33
38642.00,15,,54
38642.00,16,,54.67
38642.00,17,,53.67
38642.00,18,,53.67
38642.00,19,,51.33
38642.00,20,,49.67
38642.00,21,,49.33
38642.00,22,,48.33
38642.00,23,,47.67
38642.00,24,,47
38643.00,1,,45.33
38643.00,2,,45.33
38643.00,3,,44.67
38643.00,4,,45.67
38643.00,5,,44.67
38643.00,6,,45.67
38643.00,7,,46
38643.00,8,,45.67
38643.00,9,,46
38643.00,10,,47
38643.00,11,,47.33
38643.00,12,,48.67
38643.00,13,,50
38643.00,14,,51
38643.00,15,,52.33
38643.00,16,,54.67
38643.00,17,,55.33
38643.00,18,,55
38643.00,19,,54
38643.00,20,,52
38643.00,21,,50.67
38643.00,22,,50.33
38643.00,23,,49.33
38643.00,24,,50
38644.00,1,,49.67
38644.00,2,,47.67
38644.00,3,,49
38644.00,4,,45.67
38644.00,5,,45.67
38644.00,6,,46
38644.00,7,,45
38644.00,8,,46
38644.00,9,,48
38644.00,10,,50.67
38644.00,11,,52.67
38644.00,12,,54.33
38644.00,13,,54.33
38644.00,14,,54.33
38644.00,15,,54.33
38644.00,16,,54.67
38644.00,17,,56.67
38644.00,18,,56
38644.00,19,,55
38644.00,20,,55
38644.00,21,,54.33
38644.00,22,,52.33
38644.00,23,,52.33
38644.00,24,,52
38645.00,1,,52
38645.00,2,,50.67
38645.00,3,,48
38645.00,4,,45.33
38645.00,5,,45
38645.00,6,,43
38645.00,7,,42
38645.00,8,,40.67
38645.00,9,,42
38645.00,10,,44
38645.00,11,,46.67
38645.00,12,,47.67
38645.00,13,,50.67
38645.00,14,,51.33
38645.00,15,,52
38645.00,16,,52.67
38645.00,17,,52.67
38645.00,18,,51.67
38645.00,19,,48
38645.00,20,,45.67
38645.00,21,,41
38645.00,22,,38.67
38645.00,23,,38.67
38645.00,24,,35.67
38646.00,1,,34.67
38646.00,2,,34.67
38646.00,3,,33.33
38646.00,4,,33.67
38646.00,5,,33.33
38646.00,6,,31.67
38646.00,7,,31
38646.00,8,,30.67
38646.00,9,,32.33
38646.00,10,,38
38646.00,11,,40.67
38646.00,12,,46.67
38646.00,13,,49
38646.00,14,,50.67
38646.00,15,,52.33
38646.00,16,,53.67
38646.00,17,,53.33
38646.00,18,,51.67
38646.00,19,,47.67
38646.00,20,,43.67
38646.00,21,,39.67
38646.00,22,,38.67
38646.00,23,,35.33
38646.00,24,,34.67
38647.00,1,,33.33
38647.00,2,,31
38647.00,3,,31
38647.00,4,,30
38647.00,5,,30
38647.00,6,,29.33
38647.00,7,,29.33
38647.00,8,,30
38647.00,9,,31
38647.00,10,,34.33
38647.00,11,,38.67
38647.00,12,,42.67
38647.00,13,,45.33
38647.00,14,,47
38647.00,15,,46.67
38647.00,16,,47.67
38647.00,17,,47.67
38647.00,18,,46.67
38647.00,19,,46
38647.00,20,,45.67
38647.00,21,,44.67
38647.00,22,,44
38647.00,23,,43.33
38647.00,24,,43.33
38648.00,1,,42.67
38648.00,2,,42
38648.00,3,,42.33
38648.00,4,,41.67
38648.00,5,,42
38648.00,6,,41.67
38648.00,7,,41.67
38648.00,8,,42.33
38648.00,9,,41.67
38648.00,10,,41
38648.00,11,,43
38648.00,12,,43.33
38648.00,13,,43.33
38648.00,14,,43.67
38648.00,15,,43.67
38648.00,16,,44.33
38648.00,17,,44.33
38648.00,18,,44
38648.00,19,,43.67
38648.00,20,,43.33
38648.00,21,,43.33
38648.00,22,,43
38648.00,23,,43.67
38648.00,24,,43.33
38649.00,1,,42.33
38649.00,2,,42.67
38649.00,3,,42.67
38649.00,4,,41.67
38649.00,5,,42.33
38649.00,6,,42
38649.00,7,,42.33
38649.00,8,,42.33
38649.00,9,,43
38649.00,10,,44.33
38649.00,11,,44.67
38649.00,12,,45.67
38649.00,13,,46.33
38649.00,14,,47
38649.00,15,,47.67
38649.00,16,,46.33
38649.00,17,,46.33
38649.00,18,,46.33
38649.00,19,,46
38649.00,20,,45.67
38649.00,21,,45
38649.00,22,,45.67
38649.00,23,,45.33
38649.00,24,,45.67
38650.00,1,,45.33
38650.00,2,,45.33
38650.00,3,,45.33
38650.00,4,,45.33
38650.00,5,,45.67
38650.00,6,,44.67
38650.00,7,,44.33
38650.00,8,,44.33
38650.00,9,,44
38650.00,10,,43.67
38650.00,11,,43.33
38650.00,12,,42.67
38650.00,13,,41.33
38650.00,14,,39
38650.00,15,,38.33
38650.00,16,,39.33
38650.00,17,,38
38650.00,18,,37.33
38650.00,19,,38
38650.00,20,,37
38650.00,21,,36.67
38650.00,22,,36.67
38650.00,23,,36.67
38650.00,24,,36.67
38651.00,1,,37
38651.00,2,,36.67
38651.00,3,,36.67
38651.00,4,,36
38651.00,5,,36.33
38651.00,6,,36.33
38651.00,7,,36.33
38651.00,8,,37.33
38651.00,9,,37.67
38651.00,10,,37.67
38651.00,11,,39.33
38651.00,12,,41.67
38651.00,13,,43
38651.00,14,,43.33
38651.00,15,,43.67
38651.00,16,,43.33
38651.00,17,,43.33
38651.00,18,,42.67
38651.00,19,,42
38651.00,20,,41.67
38651.00,21,,41.33
38651.00,22,,40.67
38651.00,23,,40
38651.00,24,,39.67
38652.00,1,,40
38652.00,2,,38
38652.00,3,,37
38652.00,4,,36.33
38652.00,5,,36.33
38652.00,6,,36.33
38652.00,7,,36.33
38652.00,8,,35.33
38652.00,9,,36
38652.00,10,,38.67
38652.00,11,,42.33
38652.00,12,,43.33
38652.00,13,,44.67
38652.00,14,,45.67
38652.00,15,,44.67
38652.00,16,,44
38652.00,17,,43.67
38652.00,18,,42.33
38652.00,19,,41.33
38652.00,20,,41.33
38652.00,21,,40
38652.00,22,,39.67
38652.00,23,,39
38652.00,24,,38.33
38653.00,1,,37
38653.00,2,,37
38653.00,3,,36.67
38653.00,4,,36.67
38653.00,5,,35.67
38653.00,6,,36
38653.00,7,,36
38653.00,8,,36
38653.00,9,,36.33
38653.00,10,,37.67
38653.00,11,,39.67
38653.00,12,,41
38653.00,13,,41.33
38653.00,14,,43
38653.00,15,,42
38653.00,16,,42.33
38653.00,17,,42
38653.00,18,,41
38653.00,19,,39.33
38653.00,20,,38.67
38653.00,21,,38.33
38653.00,22,,37.33
38653.00,23,,37.33
38653.00,24,,36.33
38654.00,1,,35.33
38654.00,2,,34.67
38654.00,3,,34.33
38654.00,4,,33.67
38654.00,5,,33.33
38654.00,6,,33
38654.00,7,,31
38654.00,8,,32
38654.00,9,,35.67
38654.00,10,,38.33
38654.00,11,,41
38654.00,12,,41.33
38654.00,13,,42.33
38654.00,14,,42.67
38654.00,15,,43.33
38654.00,16,,44.33
38654.00,17,,43.33
38654.00,18,,41.67
38654.00,19,,40.67
38654.00,20,,39
38654.00,21,,37.67
38654.00,22,,38
38654.00,23,,37.67
38654.00,24,,37
38655.00,1,,36.67
38655.00,2,,36
38655.00,3,,33.67
38655.00,4,,33
38655.00,5,,33
38655.00,6,,33.33
38655.00,7,,34.67
38655.00,8,,35.33
38655.00,9,,41
38655.00,10,,47.67
38655.00,11,,51.67
38655.00,12,,56.33
38655.00,13,,58.67
38655.00,14,,60.33
38655.00,15,,61
38655.00,16,,61.67
38655.00,17,,59.33
38655.00,18,,55
38655.00,19,,52.67
38655.00,20,,51
38655.00,21,,47
38655.00,22,,45.33
38655.00,23,,45.33
38655.00,24,,44.67
38656.00,1,,43
38656.00,2,,40.67
38656.00,3,,42
38656.00,4,,40.33
38656.00,5,,40.33
38656.00,6,,40
38656.00,7,,40.33
38656.00,8,,40.33
38656.00,9,,46.33
38656.00,10,,51
38656.00,11,,57
38656.00,12,,60
38656.00,13,,62
38656.00,14,,62.67
38656.00,15,,64
38656.00,16,,63.67
38656.00,17,,62.33
38656.00,18,,59.33
38656.00,19,,57.67
38656.00,20,,54.67
38656.00,21,,53.33
38656.00,22,,51.67
38656.00,23,,50.67
38656.00,24,,50
38657.00,1,,49
38657.00,2,,47
38657.00,3,,45
38657.00,4,,43.67
38657.00,5,,43.33
38657.00,6,,43.33
38657.00,7,,43.33
38657.00,8,,42.33
38657.00,9,,48.67
38657.00,10,,54
38657.00,11,,58.33
38657.00,12,,62.33
38657.00,13,,63.67
38657.00,14,,65.67
38657.00,15,,66.33
38657.00,16,,65
38657.00,17,,62.67
38657.00,18,,59.67
38657.00,19,,58.33
38657.00,20,,57
38657.00,21,,55.33
38657.00,22,,53.67
38657.00,23,,53.67
38657.00,24,,52.33
38658.00,1,,52.67
38658.00,2,,51.67
38658.00,3,,50
38658.00,4,,48.67
38658.00,5,,47.67
38658.00,6,,46.33
38658.00,7,,43.67
38658.00,8,,44.33
38658.00,9,,46
38658.00,10,,48
38658.00,11,,49.33
38658.00,12,,49
38658.00,13,,51
38658.00,14,,49.67
38658.00,15,,51
38658.00,16,,50
38658.00,17,,49
38658.00,18,,45.67
38658.00,19,,44.67
38658.00,20,,43
38658.00,21,,41.33
38658.00,22,,40.67
38658.00,23,,38.33
38658.00,24,,35.67
38659.00,1,,34
38659.00,2,,32.67
38659.00,3,,32.33
38659.00,4,,32.33
38659.00,5,,32.67
38659.00,6,,33.33
38659.00,7,,35
38659.00,8,,36
38659.00,9,,38.33
38659.00,10,,42
38659.00,11,,45.67
38659.00,12,,50.33
38659.00,13,,54.33
38659.00,14,,57.67
38659.00,15,,59.67
38659.00,16,,62
38659.00,17,,62
38659.00,18,,61
38659.00,19,,58.67
38659.00,20,,57.33
38659.00,21,,56
38659.00,22,,56.33
38659.00,23,,55
38659.00,24,,52.33
38660.00,1,,48
38660.00,2,,47
38660.00,3,,45
38660.00,4,,42
38660.00,5,,41.67
38660.00,6,,39.67
38660.00,7,,39.33
38660.00,8,,40
38660.00,9,,44.33
38660.00,10,,47.67
38660.00,11,,50.67
38660.00,12,,52
38660.00,13,,50.33
38660.00,14,,50.33
38660.00,15,,49.67
38660.00,16,,50.33
38660.00,17,,49.33
38660.00,18,,47.67
38660.00,19,,47.67
38660.00,20,,47
38660.00,21,,45.67
38660.00,22,,44
38660.00,23,,43
38660.00,24,,43
38661.00,1,,43.33
38661.00,2,,43.33
38661.00,3,,43.33
38661.00,4,,44
38661.00,5,,44
38661.00,6,,45
38661.00,7,,44.33
38661.00,8,,45.67
38661.00,9,,46.67
38661.00,10,,50
38661.00,11,,54
38661.00,12,,56
38661.00,13,,58
38661.00,14,,61
38661.00,15,,59.67
38661.00,16,,56.67
38661.00,17,,55
38661.00,18,,52.67
38661.00,19,,50.67
38661.00,20,,49.67
38661.00,21,,49
38661.00,22,,48.33
38661.00,23,,47.33
38661.00,24,,46.33
38662.00,1,,46
38662.00,2,,45.67
38662.00,3,,44.67
38662.00,4,,44.33
38662.00,5,,44.67
38662.00,6,,44.67
38662.00,7,,45.67
38662.00,8,,45.67
38662.00,9,,46.33
38662.00,10,,46.33
38662.00,11,,47
38662.00,12,,48.67
38662.00,13,,50.33
38662.00,14,,53
38662.00,15,,52.67
38662.00,16,,52
38662.00,17,,51.67
38662.00,18,,50.67
38662.00,19,,51
38662.00,20,,52.33
38662.00,21,,51
38662.00,22,,50.67
38662.00,23,,52.67
38662.00,24,,51.33
38663.00,1,,52.33
38663.00,2,,51.67
38663.00,3,,51.67
38663.00,4,,51.33
38663.00,5,,51
38663.00,6,,50
38663.00,7,,49
38663.00,8,,49
38663.00,9,,49
38663.00,10,,50.67
38663.00,11,,51
38663.00,12,,52.33
38663.00,13,,54.33
38663.00,14,,54.67
38663.00,15,,54.67
38663.00,16,,54.33
38663.00,17,,53
38663.00,18,,51
38663.00,19,,49.67
38663.00,20,,47.33
38663.00,21,,46.33
38663.00,22,,45.67
38663.00,23,,45
38663.00,24,,45.67
38664.00,1,,44.67
38664.00,2,,44
38664.00,3,,43.67
38664.00,4,,43.67
38664.00,5,,42.67
38664.00,6,,42.33
38664.00,7,,41.33
38664.00,8,,39.33
38664.00,9,,43.67
38664.00,10,,46.67
38664.00,11,,48
38664.00,12,,50.33
38664.00,13,,51.33
38664.00,14,,51.67
38664.00,15,,51
38664.00,16,,51.33
38664.00,17,,49.33
38664.00,18,,47
38664.00,19,,44.67
38664.00,20,,43.67
38664.00,21,,42.67
38664.00,22,,40.33
38664.00,23,,38.33
38664.00,24,,37.33
38665.00,1,,35
38665.00,2,,32.33
38665.00,3,,31
38665.00,4,,30.67
38665.00,5,,30
38665.00,6,,28.33
38665.00,7,,26
38665.00,8,,27
38665.00,9,,31
38665.00,10,,35.33
38665.00,11,,38
38665.00,12,,39.67
38665.00,13,,40.67
38665.00,14,,41
38665.00,15,,42
38665.00,16,,40
38665.00,17,,38.33
38665.00,18,,39
38665.00,19,,40.33
38665.00,20,,40.33
38665.00,21,,41.67
38665.00,22,,42.33
38665.00,23,,43.33
38665.00,24,,44
38666.00,1,,44.67
38666.00,2,,44.33
38666.00,3,,44.33
38666.00,4,,42
38666.00,5,,42.67
38666.00,6,,42.67
38666.00,7,,41.33
38666.00,8,,43
38666.00,9,,41.67
38666.00,10,,43.67
38666.00,11,,45
38666.00,12,,45.67
38666.00,13,,47
38666.00,14,,47.33
38666.00,15,,46.33
38666.00,16,,46.33
38666.00,17,,43
38666.00,18,,41
38666.00,19,,39.33
38666.00,20,,38.33
38666.00,21,,36.67
38666.00,22,,36
38666.00,23,,35
38666.00,24,,33.33
38667.00,1,,32.33
38667.00,2,,33
38667.00,3,,32
38667.00,4,,31.33
38667.00,5,,31
38667.00,6,,30.67
38667.00,7,,30
38667.00,8,,28.33
38667.00,9,,31.67
38667.00,10,,34
38667.00,11,,35.67
38667.00,12,,36.33
38667.00,13,,36.67
38667.00,14,,37.67
38667.00,15,,38
38667.00,16,,38
38667.00,17,,36.67
38667.00,18,,34.33
38667.00,19,,31.67
38667.00,20,,31.67
38667.00,21,,29.67
38667.00,22,,29
38667.00,23,,28.33
38667.00,24,,28.33
38668.00,1,,26.33
38668.00,2,,24.33
38668.00,3,,24
38668.00,4,,24
38668.00,5,,23.33
38668.00,6,,22.67
38668.00,7,,21.33
38668.00,8,,22.67
38668.00,9,,27
38668.00,10,,33
38668.00,11,,36.67
38668.00,12,,39.33
38668.00,13,,42.67
38668.00,14,,44.33
38668.00,15,,46.33
38668.00,16,,47.67
38668.00,17,,45
38668.00,18,,40.67
38668.00,19,,38.33
38668.00,20,,36.33
38668.00,21,,33
38668.00,22,,34.67
38668.00,23,,34.33
38668.00,24,,34.33
38669.00,1,,33.67
38669.00,2,,34.67
38669.00,3,,34.33
38669.00,4,,33.67
38669.00,5,,33.67
38669.00,6,,33.33
38669.00,7,,33.67
38669.00,8,,33.33
38669.00,9,,37
38669.00,10,,40.33
38669.00,11,,45.67
38669.00,12,,50.67
38669.00,13,,54.33
38669.00,14,,56
38669.00,15,,58.33
38669.00,16,,57.33
38669.00,17,,55.67
38669.00,18,,54.33
38669.00,19,,54
38669.00,20,,54
38669.00,21,,54
38669.00,22,,53.33
38669.00,23,,53
38669.00,24,,52.67
38670.00,1,,52
38670.00,2,,52
38670.00,3,,52.67
38670.00,4,,52.67
38670.00,5,,52.33
38670.00,6,,51
38670.00,7,,47.67
38670.00,8,,48.33
38670.00,9,,49
38670.00,10,,53.33
38670.00,11,,56.67
38670.00,12,,57
38670.00,13,,57
38670.00,14,,56.67
38670.00,15,,56
38670.00,16,,54.67
38670.00,17,,52.67
38670.00,18,,49
38670.00,19,,46.67
38670.00,20,,41
38670.00,21,,37.67
38670.00,22,,37
38670.00,23,,34.33
38670.00,24,,31.67
38671.00,1,,32
38671.00,2,,30.67
38671.00,3,,31.33
38671.00,4,,31.67
38671.00,5,,32.67
38671.00,6,,33
38671.00,7,,34.67
38671.00,8,,35
38671.00,9,,37
38671.00,10,,39
38671.00,11,,40
38671.00,12,,40.67
38671.00,13,,40.67
38671.00,14,,42
38671.00,15,,41
38671.00,16,,41.67
38671.00,17,,41.67
38671.00,18,,42
38671.00,19,,43.67
38671.00,20,,43
38671.00,21,,41.67
38671.00,22,,41
38671.00,23,,40.67
38671.00,24,,40.67
38672.00,1,,40.67
38672.00,2,,40.33
38672.00,3,,40.33
38672.00,4,,41
38672.00,5,,41
38672.00,6,,41.33
38672.00,7,,42
38672.00,8,,45.67
38672.00,9,,46.33
38672.00,10,,47.33
38672.00,11,,48.67
38672.00,12,,49.67
38672.00,13,,51
38672.00,14,,51.33
38672.00,15,,45.67
38672.00,16,,51
38672.00,17,,52.33
38672.00,18,,51.67
38672.00,19,,53.33
38672.00,20,,52
38672.00,21,,50.67
38672.00,22,,49.67
38672.00,23,,48
38672.00,24,,46.67
38673.00,1,,45.33
38673.00,2,,45.33
38673.00,3,,44.67
38673.00,4,,43.33
38673.00,5,,42.33
38673.00,6,,42
38673.00,7,,40
38673.00,8,,39
38673.00,9,,40.33
38673.00,10,,41.33
38673.00,11,,43
38673.00,12,,43.67
38673.00,13,,42.33
38673.00,14,,43
38673.00,15,,44
38673.00,16,,43.67
38673.00,17,,40
38673.00,18,,39
38673.00,19,,37.33
38673.00,20,,36.67
38673.00,21,,35.67
38673.00,22,,35
38673.00,23,,34
38673.00,24,,31.67
38674.00,1,,31
38674.00,2,,31.67
38674.00,3,,30.33
38674.00,4,,29.33
38674.00,5,,29.67
38674.00,6,,29.67
38674.00,7,,28
38674.00,8,,27.67
38674.00,9,,28.67
38674.00,10,,30.33
38674.00,11,,31.33
38674.00,12,,32.33
38674.00,13,,33
38674.00,14,,33.67
38674.00,15,,34
38674.00,16,,33.67
38674.00,17,,32.33
38674.00,18,,31
38674.00,19,,30
38674.00,20,,28.33
38674.00,21,,29.33
38674.00,22,,28.33
38674.00,23,,28.33
38674.00,24,,26.67
38675.00,1,,26.33
38675.00,2,,25.33
38675.00,3,,24.33
38675.00,4,,24
38675.00,5,,23.67
38675.00,6,,23
38675.00,7,,23
38675.00,8,,23
38675.00,9,,25.67
38675.00,10,,29.67
38675.00,11,,32.67
38675.00,12,,35.33
38675.00,13,,37.67
38675.00,14,,39
38675.00,15,,39.33
38675.00,16,,39
38675.00,17,,38
38675.00,18,,35.67
38675.00,19,,33
38675.00,20,,32.33
38675.00,21,,32
38675.00,22,,31.67
38675.00,23,,31
38675.00,24,,30.33
38676.00,1,,30.33
38676.00,2,,31
38676.00,3,,30.67
38676.00,4,,30.33
38676.00,5,,30.33
38676.00,6,,29.67
38676.00,7,,29.33
38676.00,8,,28.33
38676.00,9,,31
38676.00,10,,35.33
38676.00,11,,39.67
38676.00,12,,45
38676.00,13,,48.67
38676.00,14,,49.33
38676.00,15,,50.67
38676.00,16,,50.33
38676.00,17,,49
38676.00,18,,46.67
38676.00,19,,44
38676.00,20,,42.33
38676.00,21,,40.67
38676.00,22,,41
38676.00,23,,40.67
38676.00,24,,39
38677.00,1,,38.67
38677.00,2,,37.33
38677.00,3,,37.33
38677.00,4,,37
38677.00,5,,36.33
38677.00,6,,35.33
38677.00,7,,33.67
38677.00,8,,34
38677.00,9,,36
38677.00,10,,42
38677.00,11,,46
38677.00,12,,50
38677.00,13,,53.33
38677.00,14,,55.67
38677.00,15,,55
38677.00,16,,53.67
38677.00,17,,51
38677.00,18,,49
38677.00,19,,44.33
38677.00,20,,45
38677.00,21,,45.33
38677.00,22,,46.33
38677.00,23,,45.67
38677.00,24,,47
38678.00,1,,46
38678.00,2,,45
38678.00,3,,44
38678.00,4,,43.67
38678.00,5,,43.67
38678.00,6,,44
38678.00,7,,42.67
38678.00,8,,42.33
38678.00,9,,42
38678.00,10,,41.67
38678.00,11,,42.33
38678.00,12,,42.33
38678.00,13,,42.33
38678.00,14,,42
38678.00,15,,40.67
38678.00,16,,40
38678.00,17,,38.67
38678.00,18,,37.67
38678.00,19,,36.67
38678.00,20,,35
38678.00,21,,33.67
38678.00,22,,33.67
38678.00,23,,33
38678.00,24,,32
38679.00,1,,31.67
38679.00,2,,30.33
38679.00,3,,29.67
38679.00,4,,29
38679.00,5,,28.67
38679.00,6,,27.67
38679.00,7,,27.67
38679.00,8,,26.33
38679.00,9,,25.33
38679.00,10,,25.67
38679.00,11,,25.67
38679.00,12,,25.33
38679.00,13,,25.33
38679.00,14,,25.67
38679.00,15,,25.33
38679.00,16,,25
38679.00,17,,24
38679.00,18,,23.67
38679.00,19,,22.67
38679.00,20,,21.67
38679.00,21,,20.67
38679.00,22,,19.33
38679.00,23,,18
38679.00,24,,17.67
38680.00,1,,17.33
38680.00,2,,16.33
38680.00,3,,16.67
38680.00,4,,17.67
38680.00,5,,18.67
38680.00,6,,19.33
38680.00,7,,21.67
38680.00,8,,22.67
38680.00,9,,24
38680.00,10,,24.67
38680.00,11,,28
38680.00,12,,29.67
38680.00,13,,32.33
38680.00,14,,32
38680.00,15,,30.67
38680.00,16,,29.67
38680.00,17,,29
38680.00,18,,28
38680.00,19,,28
38680.00,20,,28.67
38680.00,21,,28.67
38680.00,22,,30.67
38680.00,23,,29.33
38680.00,24,,27.33
38681.00,1,,25.67
38681.00,2,,23.67
38681.00,3,,22
38681.00,4,,20.33
38681.00,5,,19
38681.00,6,,18
38681.00,7,,16.67
38681.00,8,,16.33
38681.00,9,,16.67
38681.00,10,,19.33
38681.00,11,,22
38681.00,12,,24.33
38681.00,13,,26.67
38681.00,14,,29
38681.00,15,,30.33
38681.00,16,,30.33
38681.00,17,,29.33
38681.00,18,,28.33
38681.00,19,,26.33
38681.00,20,,25.33
38681.00,21,,25.33
38681.00,22,,22.33
38681.00,23,,21.33
38681.00,24,,20
38682.00,1,,18.33
38682.00,2,,17.33
38682.00,3,,17
38682.00,4,,17.33
38682.00,5,,17.67
38682.00,6,,18.67
38682.00,7,,19.67
38682.00,8,,20
38682.00,9,,20
38682.00,10,,22
38682.00,11,,25
38682.00,12,,27.67
38682.00,13,,29.33
38682.00,14,,28.67
38682.00,15,,28
38682.00,16,,27.67
38682.00,17,,27.67
38682.00,18,,28
38682.00,19,,28
38682.00,20,,27.67
38682.00,21,,27.33
38682.00,22,,28
38682.00,23,,27.67
38682.00,24,,27.33
38683.00,1,,27.33
38683.00,2,,27
38683.00,3,,27.33
38683.00,4,,27
38683.00,5,,26.33
38683.00,6,,25.67
38683.00,7,,25.33
38683.00,8,,24
38683.00,9,,24.67
38683.00,10,,28.33
38683.00,11,,30.33
38683.00,12,,32.33
38683.00,13,,32.67
38683.00,14,,33.33
38683.00,15,,33.67
38683.00,16,,34.33
38683.00,17,,34
38683.00,18,,34.33
38683.00,19,,33.67
38683.00,20,,33.67
38683.00,21,,34.33
38683.00,22,,34
38683.00,23,,34
38683.00,24,,33.33
38684.00,1,,34
38684.00,2,,34
38684.00,3,,33.67
38684.00,4,,34.33
38684.00,5,,34.33
38684.00,6,,34
38684.00,7,,34.67
38684.00,8,,34
38684.00,9,,35
38684.00,10,,36
38684.00,11,,37.33
38684.00,12,,39
38684.00,13,,39.33
38684.00,14,,40.67
38684.00,15,,41
38684.00,16,,40.67
38684.00,17,,40.67
38684.00,18,,41
38684.00,19,,41.33
38684.00,20,,41.67
38684.00,21,,40.67
38684.00,22,,40.33
38684.00,23,,42
38684.00,24,,43
38685.00,1,,45.33
38685.00,2,,46.33
38685.00,3,,46.33
38685.00,4,,46.67
38685.00,5,,47
38685.00,6,,47.33
38685.00,7,,46.67
38685.00,8,,47.33
38685.00,9,,49.33
38685.00,10,,50
38685.00,11,,51
38685.00,12,,52
38685.00,13,,53.33
38685.00,14,,54.67
38685.00,15,,54.67
38685.00,16,,56.67
38685.00,17,,56.33
38685.00,18,,56.33
38685.00,19,,55.67
38685.00,20,,55.33
38685.00,21,,55.67
38685.00,22,,56.33
38685.00,23,,55.33
38685.00,24,,55.33
38686.00,1,,52.67
38686.00,2,,52.67
38686.00,3,,53
38686.00,4,,53.67
38686.00,5,,54
38686.00,6,,53
38686.00,7,,53
38686.00,8,,52.67
38686.00,9,,51.67
38686.00,10,,52.67
38686.00,11,,52.33
38686.00,12,,53
38686.00,13,,52.33
38686.00,14,,52
38686.00,15,,52
38686.00,16,,50.67
38686.00,17,,51
38686.00,18,,49.67
38686.00,19,,48.67
38686.00,20,,47.33
38686.00,21,,47.33
38686.00,22,,44.33
38686.00,23,,43
38686.00,24,,41.33
38687.00,1,,40.33
38687.00,2,,38.67
38687.00,3,,36.67
38687.00,4,,36
38687.00,5,,34
38687.00,6,,34
38687.00,7,,33.33
38687.00,8,,33
38687.00,9,,33.33
38687.00,10,,36.67
38687.00,11,,39.33
38687.00,12,,40.67
38687.00,13,,42.33
38687.00,14,,43
38687.00,15,,43.67
38687.00,16,,42.33
38687.00,17,,42
38687.00,18,,41.33
38687.00,19,,41.33
38687.00,20,,41.33
38687.00,21,,40
38687.00,22,,38.67
38687.00,23,,38.67
38687.00,24,,38.33
38688.00,1,,37.67
38688.00,2,,37.33
38688.00,3,,37
38688.00,4,,37.33
38688.00,5,,36.67
38688.00,6,,37
38688.00,7,,36
38688.00,8,,36
38688.00,9,,35.33
38688.00,10,,36
38688.00,11,,36.67
38688.00,12,,37.67
38688.00,13,,39
38688.00,14,,40.33
38688.00,15,,39.67
38688.00,16,,38.67
38688.00,17,,38
38688.00,18,,36.67
38688.00,19,,35.33
38688.00,20,,34.67
38688.00,21,,34.33
38688.00,22,,33.33
38688.00,23,,32.67
38688.00,24,,32.33
38689.00,1,,31
38689.00,2,,30.33
38689.00,3,,29
38689.00,4,,28.67
38689.00,5,,27.67
38689.00,6,,27.33
38689.00,7,,26.33
